ChargeCurtail[i,t,s] [*,*,Autumn] (tr)
:       3           5          7          16          21          23       :=
1    0          0           0          0           0           0
2    0          0           0          0           0           0
3    0          0           0          0           0           0
4    0          0           0          0           0           0
5    0          0           0          0           0           0
6    0          0           0          0           0           0
7    0          0           0          0           0           0
8    0          0           0          0           0           0
9    1.2797     0.85312     1.2797     0.85312     0.85312     2.5594
10   3.129      2.4812      2.56928    2.0159      2.0159      6.04767
11   2.4361     1.6241      2.4361     1.6241      1.6241      4.8723
12   2.3737     1.5825      2.3737     1.5825      1.5825      4.7474
13   1.9315     1.2877      1.9315     1.2877      1.2877      3.8631
14   1.5804     1.0536      1.5804     1.0536      1.0536      3.1609
15   2.0024     1.3349      2.0024     1.3349      1.3349      4.0048
16   2.9961     1.9974      2.56928    1.9974      1.9974      5.9922
17   2.7122     1.8082      2.56928    1.8082      1.8082      5.4245
18   0.011681   0.0077875   0.011681   0.0077875   0.0077875   0.023363
19   0          0           0          0           0           0
20   0          0           0          0           0           0
21   0          0           0          0           0           0
22   0          0           0          0           0           0
23   0          0           0          0           0           0
24   0          0           0          0           0           0

 [*,*,Spring] (tr)
:        3           5           7          16          21          23       :=
1    0           0           0           0           0           0
2    0           0           0           0           0           0
3    0           0           0           0           0           0
4    0           0           0           0           0           0
5    0           0           0           0           0           0
6    0           0           0           0           0           0
7    0.0029549   0.0019699   0.0029549   0.0019699   0.0019699   0.0059097
8    1.9853      1.3235      1.9853      1.3235      1.3235      3.9706
9    3.129       2.5406      2.56928     2.0159      2.0159      6.04767
10   3.129       3.8451      2.56928     2.0159      2.0159      6.04767
11   3.12898     2.7343      2.56927     2.01589     2.01589     6.04765
12   2.55535     3.5396      2.14866     1.66183     1.66062     4.92022
13   2.46224     3.5796      2.08672     1.59412     1.59466     4.79211
14   2.43067     3.6912      2.05729     1.56998     1.57052     4.72715
15   2.47816     3.1696      2.09679     1.60209     1.6027      4.81984
16   3.129       4.9081      2.56928     2.0159      2.0159      6.04767
17   3.129       3.1919      2.56928     2.0159      2.0159      6.04767
18   2.24        1.4933      2.24        1.4933      1.4933      4.48
19   0.16832     0.11222     0.16832     0.11222     0.11222     0.33665
20   0.030931    0.02062     0.030931    0.02062     0.02062     0.061861
21   0           0           0           0           0           0
22   0           0           0           0           0           0
23   0           0           0           0           0           0
24   0           0           0           0           0           0

 [*,*,Summer] (tr)
:       3          5            7           16         21         23       :=
1    0          0          0             0          0          0
2    0          0          0             0          0          0
3    0          0          0             0          0          0
4    0          0          0             0          0          0
5    0          0          0             0          0          0
6    0          0          0             0          0          0
7    0          0          0             0          0          0
8    0.034415   0.022944   0.034415      0.022944   0.022944   0.068831
9    0.42954    0.28636    0.42954       0.28636    0.28636    0.85908
10   0.85341    0.56894    0.85341       0.56894    0.56894    1.7068
11   1.2388     0.82584    1.2388        0.82584    0.82584    2.4775
12   1.2689     0.84592    1.2689        0.84592    0.84592    2.5377
13   1.3845     0.92301    1.3845        0.92301    0.92301    2.769
14   1.358      0.90534    1.358         0.90534    0.90534    2.716
15   1.6675     1.1117     1.6675        1.1117     1.1117     3.3351
16   1.7106     1.1404     1.7106        1.1404     1.1404     3.4213
17   0.76783    0.51189    0.76783       0.51189    0.51189    1.5357
18   0.64517    0.43011    0.64517       0.43011    0.43011    1.2903
19   0.42245    0.28163    1.41362e-10   0.28163    0.28163    0.8449
20   0          0          0             0          0          0
21   0          0          0             0          0          0
22   0          0          0             0          0          0
23   0          0          0             0          0          0
24   0          0          0             0          0          0

 [*,*,Winter] (tr)
:        3           5            7           16           21          23    :=
1    0           0            0           0            0            0
2    0           0            0           0            0            0
3    0           0            0           0            0            0
4    0           0            0           0            0            0
5    0           0            0           0            0            0
6    0           0            0           0            0            0
7    0           0            0           0            0            0
8    0           0            0           0            0            0
9    0.26235     0.1749       0.26235     0.1749       0.1749       0.5247
10   0.32358     0.21572      0.32358     0.21572      0.21572      0.64715
11   0.014963    0.0099752    0.014963    0.0099752    0.0099752    0.029926
12   0.2525      0.16834      0.2525      0.16834      0.16834      0.50501
13   0.0050701   0.00338      0.0050701   0.00338      0.00338      0.01014
14   0.0013676   0.00091171   0.0013676   0.00091171   0.00091171   0.0027351
15   0.0008297   0.00055313   0.0008297   0.00055313   0.00055313   0.0016594
16   0           0            0           0            0            0
17   0           0            0           0            0            0
18   0           0            0           0            0            0
19   0           0            0           0            0            0
20   0           0            0           0            0            0
21   0           0            0           0            0            0
22   0           0            0           0            0            0
23   0           0            0           0            0            0
24   0           0            0           0            0            0
;

